Year,Month,0_20,20_40,40_60,60_80,80plus
2012,3,2.363036394,2.927509546,3.640525818,3.098644257,3.770014048
2012,4,2.690243006,3.071689367,3.609654665,3.200657845,3.70853281
2012,5,3.406903505,3.38012743,3.845371962,3.495175123,3.903500557
2012,6,3.997639656,3.635561943,4.077438831,3.747938156,4.108430386
2012,7,4.41193819,3.869936705,4.288028717,3.978147984,4.302665234
2012,8,4.882080078,4.093252182,4.473786354,4.193143368,4.476187229
2012,9,5.317699909,4.267538548,4.613477707,4.358891487,4.611430645
2012,10,6.258731365,4.471795082,4.745213032,4.544202328,4.741994381
2012,11,5.994179726,4.848674774,4.93637228,4.875073433,4.910593987
2012,12,4.759638309,4.883215427,5.078821182,4.936656952,5.063732624
2013,1,4.168314934,4.438523293,4.837220192,4.536531925,4.89157629
2013,2,4.04834938,4.423511505,4.872740269,4.53576231,4.919798374
2013,3,3.61470294,4.084501743,4.759562969,4.25282383,4.83307457
2013,4,3.539843798,3.938324451,4.548238754,4.08805275,4.632973194
2013,5,3.839171648,4.03260088,4.57025671,4.16517067,4.640425682
2013,6,4.175292492,4.135877132,4.63779974,4.260935307,4.693180084
2013,7,4.400689602,4.259700775,4.762442589,4.386887074,4.802915096
2013,8,4.678391457,4.343538761,4.831489563,4.467825413,4.864205837
2013,9,5.215704918,4.429354668,4.861316681,4.539910316,4.886147976
2013,10,6.351562977,4.595412254,4.923644066,4.679989338,4.938066959
2013,11,6.557792664,4.81095314,5.016780853,4.865011692,5.017860413
2013,12,5.246605396,5.048633575,5.145368099,5.076578617,5.126088619
2014,1,4.71064043,4.995140076,5.175274372,5.043509007,5.167968273
2014,2,4.168512821,4.649973392,5.055502892,4.752938747,5.085247517
2014,3,3.888179064,4.229785442,4.70797205,4.346785069,4.777449608
2014,4,4.242700577,4.400525093,4.777393341,4.494392872,4.819226265
2014,5,4.55209589,4.542346954,4.882544041,4.628534317,4.908976078
2014,6,4.732204914,4.6214118,4.957012177,4.707377434,4.975739002
2014,7,5.108905792,4.698860168,5.003128529,4.77755785,5.014196396
2014,8,5.569925308,4.782699585,5.055632114,4.853877068,5.061002254
2014,9,6.124610424,4.907169342,5.143443584,4.969850063,5.139806747
2014,10,7.331184864,5.110835552,5.250635147,5.149533749,5.235926151
2014,11,7.401985645,5.426213264,5.390658855,5.420760155,5.360188007
2014,12,6.830896854,5.827203751,5.640942097,5.786059856,5.579350471
2015,1,5.983757019,5.83818531,5.672650337,5.804376602,5.596420765
2015,2,5.345768929,5.493554592,5.581280231,5.521293163,5.545114994
2015,3,5.182933331,5.268158436,5.514473915,5.334467411,5.503162861
2015,4,5.26193285,5.272243023,5.490963936,5.332138538,5.473007679
2015,5,5.615674496,5.307809353,5.495920181,5.360190392,5.473711491
2015,6,5.877717972,5.422541142,5.587678909,5.470442295,5.553236485
2015,7,6.172639847,5.566038609,5.687575817,5.603874683,5.64209938
2015,8,6.509799004,5.640352726,5.715894222,5.666510105,5.66704607
2015,9,7.076320648,5.620706558,5.679368019,5.641201496,5.640012741
2015,10,7.560709,5.615727425,5.620084286,5.621946335,5.580546856
2015,11,7.358380318,5.7137537,5.573196888,5.681939602,5.532691956
2015,12,6.110458851,5.906795979,5.731617451,5.868282795,5.672267437
2016,1,5.558021069,5.692018986,5.801399231,5.723245144,5.78249836
2016,2,5.450212002,5.579694748,5.849568844,5.651199818,5.846108913
2016,3,5.295147419,5.399637222,5.586315632,5.448801994,5.586238861
2016,4,4.815002918,4.808722973,4.855074406,4.82334137,4.836264133
2016,5,5.439051628,4.9769454,5.076828957,5.006281853,5.053166866
2016,6,5.705753326,4.990852356,5.100138664,5.022258759,5.07963562
2016,7,5.794284821,4.953117371,4.966227055,4.959139347,4.946191311
2016,8,5.857564449,5.06554985,4.958248615,5.041257858,4.927366257
2016,9,6.103319645,5.168328285,5.036253452,5.138563633,4.997180939
2016,10,7.313801765,5.331678391,5.221851826,5.307898998,5.181789398
2016,11,7.349033833,5.485599041,5.25607729,5.430293083,5.216088772
2016,12,6.533492565,5.615764618,5.282560825,5.534312248,5.233570576
2017,1,5.358893394,5.472859383,5.270086288,5.425094128,5.226220131
2017,2,4.706892014,5.125129223,5.145036697,5.133347988,5.121834278
2017,3,4.043916702,4.798853874,4.960889816,4.838868618,4.981558323
2017,4,3.937503815,4.487392426,4.692288399,4.537602425,4.721455097
2017,5,4.305032253,4.38626194,4.517706394,4.41973877,4.526546955
2017,6,4.752524853,4.424133301,4.576874256,4.463667393,4.582211971
2017,7,5.145741463,4.502714157,4.646974564,4.541255951,4.64263916
2017,8,5.536524296,4.777299881,4.78383255,4.780503273,4.772269726
2017,9,5.992347717,5.004832268,4.836965084,4.963606834,4.813764095
2017,10,6.853830814,5.088066101,4.899508953,5.041913033,4.872255325
2017,11,6.699867725,5.250400543,5.025699615,5.196384907,4.985544205
2017,12,5.446190357,5.435126781,5.207772255,5.382749557,5.149400234
2018,1,4.869524479,5.196146965,5.209160328,5.202146053,5.189109802
2018,2,4.194235802,4.749452591,4.8700881,4.779630184,4.882461071
2018,3,4.121997833,4.647804737,4.813866138,4.689722538,4.827963829
2018,4,4.308552265,4.726894855,4.900894165,4.77111721,4.913319588
2018,5,4.754366398,4.754366398,4.969350338,4.809760094,4.978817463
2018,6,5.102437496,4.791123867,5.020410061,4.850274086,5.029948235
2018,7,5.471390724,4.955271721,5.187240601,5.015913486,5.19066
2018,8,6.193197727,5.022199154,5.241593361,5.079388142,5.246117592
2018,9,6.829891682,5.144609928,5.177167416,5.155025005,5.162807465
2018,10,7.576970577,5.278154373,5.090953827,5.232402802,5.063351631
2018,11,7.741393566,5.589981079,5.333254337,5.526695251,5.299629211
2018,12,6.393393993,5.917701244,5.650611401,5.853565693,5.602341652
2019,1,5.293953896,5.728220463,5.799392223,5.748770237,5.78528738
2019,2,4.904347897,5.164124012,5.28761816,5.196797371,5.286403656
2019,3,4.973004818,4.99025774,5.045461178,5.006748676,5.030221462
2019,4,5.286735535,5.192443371,5.320020199,5.227933407,5.305231094
2019,5,5.576376915,5.347198009,5.501781464,5.390073299,5.484854698
2019,6,5.943576336,5.458292007,5.630538464,5.505925179,5.612776756
2019,7,6.117763996,5.537153244,5.743614674,5.593359947,5.729250431
2019,8,6.293527126,5.609134674,5.838831902,5.671208858,5.826424599
2019,9,6.691426277,5.677909374,5.894277096,5.736248493,5.883623123
2019,10,7.549533367,5.710365295,5.880761147,5.756193161,5.873274326
2019,11,7.625751972,5.862923622,5.896754265,5.874102592,5.879053116
2019,12,6.495806694,6.025687695,5.89401722,5.996358871,5.852377415
2020,1,4.691120625,5.249752045,5.649056435,5.349559784,5.690637589
2020,2,3.56332612,4.088171959,4.707650661,4.234889507,4.835483551
2020,3,3.220285416,3.728790998,4.333594799,3.875026941,4.435060978
2020,4,3.422227859,3.853857279,4.418499947,3.991631269,4.503495693
2020,5,3.870947599,4.044544697,4.562974453,4.173480988,4.622005463
2020,6,4.299844742,4.192889214,4.70224762,4.321833134,4.742599487
2020,7,4.591061592,4.319783688,4.815248489,4.446382046,4.845366955
2020,8,4.948342323,4.445430279,4.913761616,4.565778255,4.936908722
2020,9,5.62347126,4.54571104,4.987345219,4.659276009,5.008572102
2020,10,6.846313953,4.756691933,5.078343868,4.840368271,5.086284161
2020,11,6.746627331,4.955850124,5.12987709,5.002360344,5.12452507
2020,12,5.412722111,5.239568233,5.28383112,5.254776478,5.25613308
2021,1,4.902412415,5.329827785,5.508219242,5.379741192,5.485295296
2021,2,4.399364471,5.144769192,5.524067879,5.243466377,5.53324461
2021,3,3.745927572,4.449092865,5.109549522,4.613459587,5.183917999
2021,4,3.571620703,4.126745701,4.790615082,4.289088249,4.887761593
2021,5,3.912223577,4.180981159,4.732250214,4.315960884,4.811578751
2021,6,4.255947113,4.254376888,4.699861526,4.364746094,4.753902912
2021,7,4.652678013,4.324598789,4.723813534,4.424901009,4.761357307
2021,8,4.927194118,4.393075943,4.757406235,4.485629082,4.783751011
2021,9,5.469304085,4.512809277,4.834650517,4.59520483,4.852965832
2021,10,6.435753822,4.688066483,4.914788246,4.746946812,4.921168327
2021,11,5.754635811,4.985924244,5.063797474,5.008072853,5.050984859
2021,12,4.05254364,4.363234043,4.688360214,4.442559242,4.737350464
2022,1,3.543285131,3.886994839,4.235809803,3.971829891,4.290472031
2022,2,3.412626743,3.852195024,4.25387001,3.950766802,4.309951782
2022,3,3.624901772,4.014938354,4.379656792,4.104923725,4.426813602
2022,4,4.28248024,4.973253727,5.3516078,5.070178509,5.372659206
2022,5,4.675831795,4.766669273,5.129878998,4.857923985,5.164044857
2022,6,5.086915493,4.714535713,5.001109123,4.786035538,5.031968594
2022,7,5.217290878,4.731684685,4.96643734,4.79131031,4.983491898
2022,8,5.296680927,4.730326653,4.930286407,4.781954288,4.938268661
