year,delivery,adfg,vessel_name,tendered,landing_date,sample_date,port,mgmt_area,nmfs_area,gear_code,ft_number,landing_rpt,tkt_weight,spcode,sex,length,nfish
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,53,4
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,55,4
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,56,5
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,57,3
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,58,6
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,59,7
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,60,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,61,5
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,62,8
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,63,6
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,64,3
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,65,5
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,66,7
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,67,5
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,69,4
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,70,3
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,71,2
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,72,3
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,73,4
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,74,2
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,75,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,76,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,79,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,80,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,81,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,84,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,89,1
2022,KPC22F0026,4,New Venture,N,2022-03-09,03-09-2022,Kodiak,K,,91,E22 722781,8277634,107628,110,,97,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,46,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,51,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,54,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,55,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,56,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,57,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,60,7
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,61,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,63,4
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,64,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,65,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,66,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,67,4
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,68,4
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,69,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,70,4
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,72,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,73,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,74,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,75,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,76,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,78,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,,80,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,55,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,57,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,60,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,61,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,62,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,63,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,65,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,66,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,67,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,68,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,69,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,72,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,1,73,4
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,58,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,60,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,61,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,62,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,63,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,64,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,67,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,69,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,70,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,71,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,72,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,73,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,74,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,75,3
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,76,2
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,77,1
2022,KPC22F0027,23258,Sumner Strait,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722920,8278097,36944,110,2,81,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,55,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,56,3
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,57,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,58,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,59,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,61,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,62,4
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,63,5
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,64,6
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,65,6
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,66,3
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,67,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,68,4
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,69,5
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,70,4
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,71,5
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,72,7
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,73,4
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,74,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,75,3
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,76,9
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,77,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,78,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,79,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,80,8
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,81,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,83,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,86,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,88,2
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,89,1
2022,KPC22F0028,45140,Sea Dream,N,2022-03-10,03-10-2022,Kodiak,K,630,91,E22 722834,8277753,24602,110,,95,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,57,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,58,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,59,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,60,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,61,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,62,5
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,63,5
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,64,4
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,65,4
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,66,5
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,67,6
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,68,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,69,6
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,70,11
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,71,6
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,72,4
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,73,3
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,74,6
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,75,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,76,5
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,77,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,78,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,79,3
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,80,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,81,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,82,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,83,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,84,2
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,85,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,89,1
2022,KPC22F0029,40,Polar Star,N,2022-03-11,03-11-2022,Kodiak,K,630,91,E22 722952,8278287,64651,110,,91,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,44,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,46,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,47,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,48,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,49,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,50,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,51,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,52,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,53,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,54,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,56,5
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,57,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,58,6
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,60,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,61,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,62,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,63,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,64,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,66,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,67,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,68,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,69,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,,75,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,46,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,52,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,54,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,56,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,57,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,58,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,59,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,60,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,61,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,1,72,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,46,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,47,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,48,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,50,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,51,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,53,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,54,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,55,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,56,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,58,4
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,59,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,60,3
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,61,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,62,2
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,63,4
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,64,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,65,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,66,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,67,1
2022,KPC22F0030,21890,Hazel A,N,2022-03-19,03-19-2022,Kodiak,K,,26,E22 723514,8280165,1408,110,2,68,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,51,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,55,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,56,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,58,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,60,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,61,1
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,62,2
2022,KPC22F0031,58172,Recovery,N,2022-03-24,03-24-2022,Kodiak,K,630,26,E22 723708,8281125,7098,110,,63,5
