Year,Trip Number,ADFG Number,Vessel Name,Sample Date,Port Code,Project Code,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Sample Type Code,Sample Type,Specimen Number,Length Millimeters,Weight Kilograms,Age,Girth Millimeters,Species Code,Species,Length Type Code,Length Type,Age Readability Code,Age Readability,Sex Code,Maturity Code,Maturity
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,37,620,2.96,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,38,660,2.78,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,39,550,2.02,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,40,520,1.62,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,41,750,5.6,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,42,640,3.04,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,43,640,3.06,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,44,630,3.22,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,45,840,7.88,6,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,46,650,3.16,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,47,590,2.7,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,48,640,3.78,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,49,570,1.98,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,50,650,3.22,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,51,590,2.82,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,52,740,4.88,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,53,550,1.92,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,54,670,3.48,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,55,610,2.72,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,56,610,2.78,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,57,590,2.34,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,58,690,4.56,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,59,630,3.18,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,60,860,7.56,8,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,61,720,4.66,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,62,670,3.48,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,63,680,4.54,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,64,670,3.12,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,65,630,2.98,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,66,660,3.54,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,67,550,1.92,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,68,800,5.42,9,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,69,650,3.54,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,70,750,5.32,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,71,740,5.56,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,72,690,4.2,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,73,580,1.92,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,74,750,5.6,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,75,520,1.98,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,76,790,6.46,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,77,590,2.72,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,78,580,2.42,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,79,640,2.64,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,80,540,1.84,4,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,1,1,Immature
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,81,540,1.92,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,1,Immature
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,82,680,3.84,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,83,580,2.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,84,560,1.98,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,85,640,3.32,6,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,86,580,2.3,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,87,750,1.1,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,88,730,4.48,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,89,660,3.72,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,90,590,2.66,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,91,640,3.64,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,92,640,2.76,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,93,580,2.14,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,94,600,2.16,4,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,95,560,1.94,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,96,590,2.42,4,,110,Pacific cod,1,Tip of snout to fork of tail,5,Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,97,530,1.68,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,98,580,2.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,99,540,1.94,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4007,31796,Fortune,1/29/2021 0:00,JNU,602,355801,,NSEI,1,Random,100,510,1.7,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,1,610,2.9,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,2,620,2.77,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,3,610,2.77,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,4,620,2.64,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,5,640,3.5,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,6,570,2.21,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,7,550,1.84,4,,110,Pacific cod,1,Tip of snout to fork of tail,5,Unsure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,8,530,1.38,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,9,590,1.93,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,10,650,3.09,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,11,720,4.26,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,12,620,2.64,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,13,600,2.39,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,14,650,3.03,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,15,590,1.91,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,16,660,3.15,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,17,660,3.52,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,18,630,2.6,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,19,620,2.51,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,20,660,1.79,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,2,Maturing Juvenile
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,21,610,2.75,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,22,590,2.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,23,690,3.44,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,24,640,3.12,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,25,610,2.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,26,590,2.14,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,27,670,4.11,,,110,Pacific cod,1,Tip of snout to fork of tail,,,2,4,Spawning
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,28,580,2.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,29,600,2.44,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,30,710,4.26,,,110,Pacific cod,1,Tip of snout to fork of tail,,,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,31,700,3.54,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,4,Spawning
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,32,590,2.27,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,33,550,1.82,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,34,480,1.15,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,35,620,2.65,6,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,36,580,2.19,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,37,680,3.77,,,110,Pacific cod,1,Tip of snout to fork of tail,,,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,38,690,3.89,,,110,Pacific cod,1,Tip of snout to fork of tail,,,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,39,560,1.95,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,40,620,2.65,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,41,590,2.4,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,42,550,1.81,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,43,690,3.69,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,44,580,1.93,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,45,660,2.83,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,46,540,1.75,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,47,690,3.63,7,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,48,580,1.43,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,49,630,3,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,50,480,1.17,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,51,530,1.8,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,52,560,2.21,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,53,670,3.08,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,54,630,2.52,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,55,540,1.64,6,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,56,600,2.2,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,57,640,2.81,4,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,58,650,3.08,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,59,650,2.61,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,60,710,3.49,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,4,Spawning
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,61,680,3.67,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,62,480,1.09,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,63,620,2.45,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,64,590,2.36,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,65,670,3,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,66,660,2.97,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,67,640,2.81,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,68,580,1.96,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,69,720,3.07,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,5,Spent
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,70,640,2.53,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,71,600,2.13,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,72,670,3.37,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
