EM_HAUL_PK,VESSEL_ID,ORIGINAL_EM_TRIP_NUMBER,EM_TRIP_NUMBER,ODDS_TRIP_NUMBER,TRIP_START_DATE,EM_HAUL_NUMBER,RETRIEVAL_START_DATE,RETRIEVAL_END_DATE,SAMPLED_FLAG,AGENCY_GEAR_ID,AGENCY_GEAR_CODE,EM_GEAR_CODE,EM_GEAR_NAME,OBS_VESSEL_TYPE,HAUL_PURPOSE_CODE,FMP_AREA_ID,FMP_SUB_AREA_ID,FMP_SUB_AREA_CODE,REPORTING_AREA_ID,REPORTING_AREA_CODE,ADFG_STAT_AREA_ID,ADFG_STAT_AREA_CODE,CRITICAL_HABITAT_AREA_ID,CRITICAL_HABITAT_AREA_CODE,SPECIAL_AREA_ID,SPECIAL_AREA_CODE,COBLZ_FLAG,RETRIEVAL_START_LATITUDE_DD,RETRIEVAL_START_LONGITUDE_DD,RETRIEVAL_END_LATITUDE_DD,RETRIEVAL_END_LONGITUDE_DD,PROCESSING_SECTOR,HARVEST_SECTOR,TOTAL_GROUNDFISH_WEIGHT_MT,RETAINED_GROUNDFISH_WEIGHT_MT,TARGET_FISHERY_CODE,TRIP_TARGET_CODE,TRIP_TARGET_DATE,YEAR,GEAR_PERFORMANCE,GEAR_PERFORMANCE_DESCRIPTION,FILE_IMPORT_DATE,IMPORT_PROCESSED_DATE,LAST_MODIFIED_DATE_HAUL,USER_REQUESTED_COVERAGE,INHERIT_OBSERVER_COVERAGE,RANDOM_NUMBER_USED,EFFECTIVE_RATE,TRIP_TOTAL_HAULS_POTS,TRIP_SAMPLED_HAULS_POTS,CATCH_REPORT_SPECIES_FACT_PK,OBS_SPECIES_CODE,AGENCY_SPECIES_ID,AGENCY_SPECIES_CODE,SPECIES_GROUP_ID,SPECIES_GROUP_CODE,EXTRAPOLATED_WEIGHT_MT,EXTRAPOLATED_WEIGHT_KG,EXTRAPOLATED_NUMBER,PERCENT_RETAINED,LAST_MODIFIED_DATE_SPECIES,AKFIN_VDATE,OBS_VESSEL_ID,ADFG_VESSEL_ID,OBS_VESSEL_TYPE_DESC,OBS_GEAR_CODE,OBS_GEAR_DESCRIPTION,FMP_AREA,FMP_SUBAREA,OBS_SPECIES_NAME,AGENCY_SPECIES_NAME,HAUL_PURPOSE_DESCRIPTION,HAUL_TARGET_NAME,TRIP_TARGET_NAME,TOTAL_SPECIES_DEPREDATED,NUMBER_OF_POTS_IN_SAMPLED_STRING,NUMBER_OF_SAMPLED_STRINGS,NUMBER_OF_NON_SAMPLED_STRINGS,TOTAL_STRINGS_IN_TRIP,AKR_VES_LENGTH
100237,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,205033,1/21/2021 13:07,1/21/2021 13:08,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.55,-151.28421,57.55,-151.28292,S,CV,0.0284508,0.0284508,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202270,202,2,110,2,PCOD,0.0284508,28.4508,7,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
99958,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204754,1/22/2021 17:54,1/22/2021 17:56,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.55,-151.53133,57.55,-151.52961,S,CV,0.0447084,0.0447084,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78201973,202,2,110,2,PCOD,0.0447084,44.7084,11,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
100048,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204844,1/22/2021 7:22,1/22/2021 7:24,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.54,-151.51242,57.54,-151.51093,S,CV,0.040644,0.040644,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202072,202,2,110,2,PCOD,0.040644,40.644,10,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
100216,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,205012,1/21/2021 14:18,1/21/2021 14:19,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.55,-151.35635,57.55,-151.35545,S,CV,0.024978,0.0243864,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202249,202,2,110,2,PCOD,0.0243864,24.3864,6,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91879,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180203,1/8/2021 21:15,1/8/2021 21:17,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.6,-151.60529,57.6,-151.60671,S,CV,0.1056744,0.1056744,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049410,202,2,110,2,PCOD,0.1056744,105.6744,26,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91877,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180197,1/8/2021 20:54,1/8/2021 20:56,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.59,-151.5879,57.59,-151.58931,S,CV,0.0569016,0.0569016,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049407,202,2,110,2,PCOD,0.0569016,56.9016,14,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
92908,2420,21_PROVIDENCE03.01,2103.01,132452,1/19/2021 21:21,184090,1/21/2021 19:50,1/21/2021 19:52,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.46,-152.18726,58.46,-152.18649,S,CV,0.0325152,0.0325152,C,C,1/19/2021 0:00,2021,1,No problems,4/7/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,25.17,30,208,65,66051325,202,2,110,2,PCOD,0.0325152,32.5152,8,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92131,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181106,1/11/2021 22:28,1/11/2021 22:30,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3906,525804,0,N/A,0,N/A,N,58.44,-152.06095,58.44,-152.06016,S,CV,0.0325152,0.0325152,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050144,202,2,110,2,PCOD,0.0325152,32.5152,8,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92167,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181214,1/12/2021 23:35,1/12/2021 23:37,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.41,-152.02935,58.41,-152.02987,S,CV,0.102515,0.102515,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050208,202,2,110,2,PCOD,0.10161,101.61,25,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92955,2420,21_PROVIDENCE03.01,2103.01,132452,1/19/2021 21:21,184222,1/20/2021 4:39,1/20/2021 4:41,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.43,-152.08387,58.43,-152.08353,S,CV,0.0447084,0.0447084,C,C,1/19/2021 0:00,2021,1,No problems,4/7/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,25.17,30,208,65,66051433,202,2,110,2,PCOD,0.0447084,44.7084,11,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92175,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181238,1/13/2021 11:57,1/13/2021 11:59,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.43,-152.10606,58.43,-152.10596,S,CV,0.0243864,0.0243864,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050224,202,2,110,2,PCOD,0.0243864,24.3864,6,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92127,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181094,1/11/2021 21:23,1/11/2021 21:24,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.43,-152.09966,58.43,-152.09881,S,CV,0.0243864,0.0243864,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050135,202,2,110,2,PCOD,0.0243864,24.3864,6,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
91933,2420,21_PROVIDENCE01.01,2101.01,132099,1/6/2021 11:09,180388,1/8/2021 5:06,1/8/2021 5:08,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3906,525804,0,N/A,0,N/A,N,58.44,-152.06788,0,0,S,CV,0.020322,0.020322,C,C,1/6/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,14.08,30,166,52,66049498,202,2,110,2,PCOD,0.020322,20.322,5,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92932,2420,21_PROVIDENCE03.01,2103.01,132452,1/19/2021 21:21,184162,1/20/2021 21:00,1/20/2021 21:02,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.47,-152.12732,58.48,-152.1271,S,CV,0.0903218,0.0903218,C,C,1/19/2021 0:00,2021,1,No problems,4/7/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,25.17,30,208,65,66051380,202,2,110,2,PCOD,0.0894168,89.4168,22,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92205,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181328,1/14/2021 0:58,1/14/2021 1:00,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.46,-152.18652,58.46,-152.18688,S,CV,0.0731592,0.0731592,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050273,202,2,110,2,PCOD,0.0731592,73.1592,18,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92213,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181352,1/14/2021 4:05,1/14/2021 4:07,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.43,-152.08458,58.43,-152.08553,S,CV,0.0365796,0.0365796,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050286,202,2,110,2,PCOD,0.0365796,36.5796,9,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
100114,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204910,1/21/2021 23:05,1/21/2021 23:07,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.56,-151.54833,57.56,-151.5482,S,CV,0.1300608,0.1300608,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202140,202,2,110,2,PCOD,0.1300608,130.0608,32,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91870,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180176,1/8/2021 18:45,1/8/2021 18:46,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.55,-151.40801,57.55,-151.40664,S,CV,0.0365796,0.0365796,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049399,202,2,110,2,PCOD,0.0365796,36.5796,9,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91881,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180209,1/8/2021 21:45,1/8/2021 21:46,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.61,-151.62047,57.61,-151.62197,S,CV,0.0569016,0.0569016,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049414,202,2,110,2,PCOD,0.0569016,56.9016,14,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91876,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180194,1/8/2021 20:46,1/8/2021 20:48,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.59,-151.58098,57.59,-151.58235,S,CV,0.0934812,0.0934812,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049405,202,2,110,2,PCOD,0.0934812,93.4812,23,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
92159,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181190,1/12/2021 20:45,1/12/2021 20:47,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3906,525804,0,N/A,0,N/A,N,58.44,-152.0461,58.44,-152.04539,S,CV,0.0243864,0.020240712,C,C,1/11/2021 0:00,2021,11,No bait in pot,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050193,202,2,110,2,PCOD,0.0243864,24.3864,6,83,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,1,NA,NA,NA,NA,70
91456,4029,21_DISCOVERY01.02,2101.02,132354,1/21/2021 18:36,186888,1/23/2021 22:45,1/24/2021 0:03,Y,5,HAL,6,SnapLongline,3,CA,31,31,GOA,25,630,3900,525733,0,N/A,0,N/A,N,57.75,-152.2205,57.73,-152.25408,S,CV,1.0471929,0.95088948,C,C,1/21/2021 0:00,2021,1,No problems,4/28/2021 17:32,10/7/2021 9:55,10/7/2021 9:55,N,N,19.49,30,14,5,66047057,202,2,110,2,PCOD,0.899496,899.496,208,98,10/7/2021 9:55,10/26/2022 6:30,58077,58077,Catcher Vessel,8,LONGLINER,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,42
92142,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181139,1/12/2021 4:48,1/12/2021 4:50,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.41,-152.03227,58.41,-152.03282,S,CV,0.0121932,0.0121932,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050169,202,2,110,2,PCOD,0.0121932,12.1932,3,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
92207,2420,21_PROVIDENCE02.01,2102.01,132231,1/11/2021 11:23,181334,1/14/2021 1:37,1/14/2021 1:38,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3905,525803,0,N/A,0,N/A,N,58.47,-152.13982,58.47,-152.14011,S,CV,0.0162576,0.0162576,C,C,1/11/2021 0:00,2021,1,No problems,3/23/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,N,20.98,30,295,98,66050276,202,2,110,2,PCOD,0.0162576,16.2576,4,100,10/7/2021 9:56,10/26/2022 6:30,A328,52119,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,70
100024,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204820,1/22/2021 13:27,1/22/2021 13:28,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.52,-151.42271,57.52,-151.42158,S,CV,0.0365796,0.0365796,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202045,202,2,110,2,PCOD,0.0365796,36.5796,9,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
100120,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204916,1/21/2021 21:37,1/21/2021 21:38,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.54,-151.38367,57.54,-151.3827,S,CV,0.0447084,0.0447084,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202146,202,2,110,2,PCOD,0.0447084,44.7084,11,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
100315,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,205111,1/21/2021 0:47,1/21/2021 0:49,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.55,-151.28542,57.55,-151.28456,S,CV,0.0853524,0.0853524,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202349,202,2,110,2,PCOD,0.0853524,85.3524,21,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
99994,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204790,1/22/2021 15:08,1/22/2021 15:09,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.53,-151.38077,57.53,-151.37947,S,CV,0.0284508,0.0284508,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202010,202,2,110,2,PCOD,0.0284508,28.4508,7,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
100150,5908,21_OCEANBAY02.01,2102.01,132458,1/20/2021 8:38,204946,1/21/2021 19:24,1/21/2021 19:26,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.52,-151.42409,57.52,-151.42352,S,CV,0.0284508,0.0284508,C,C,1/20/2021 0:00,2021,1,No problems,3/24/2022 17:30,3/25/2022 11:30,3/25/2022 11:30,N,N,27.56,30,484,160,78202176,202,2,110,2,PCOD,0.0284508,28.4508,7,100,3/25/2022 11:30,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91862,5908,21_OCEANBAY01.01,2101.01,132159,1/8/2021 4:47,180152,1/8/2021 17:00,1/8/2021 17:02,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3821,515730,0,N/A,0,N/A,N,57.57,-151.51851,57.57,-151.5177,S,CV,0.1544472,0.1544472,C,C,1/8/2021 0:00,2021,1,No problems,3/18/2021 17:32,10/7/2021 9:56,10/7/2021 9:56,N,N,28.18,30,140,34,66049391,202,2,110,2,PCOD,0.1544472,154.4472,38,100,10/7/2021 9:56,10/26/2022 6:30,68008,68008,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91428,5873,21_VOYAGER01.01,2101.01,131864,1/29/2021 21:58,183764,1/30/2021 12:31,1/30/2021 14:27,Y,5,HAL,6,SnapLongline,3,CA,31,31,GOA,25,630,3899,525732,0,N/A,0,N/A,N,57.99,-152.29867,57.97,-152.24975,S,CV,1.2283663,1.162480416,C,C,1/29/2021 0:00,2021,1,No problems,4/6/2021 17:30,10/7/2021 9:55,10/7/2021 9:55,N,N,15.89,30,6,6,66046724,202,2,110,2,PCOD,1.158966,1158.966,268,98,10/7/2021 9:55,10/26/2022 6:30,58782,58782,Catcher Vessel,8,LONGLINER,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,42
91745,3297,21_SUMNERSTRAIT01.01,2101.01,131982,1/1/2021 17:07,179108,1/3/2021 3:30,1/3/2021 3:32,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3984,535803,0,N/A,0,N/A,N,58.01,-153.51774,58.01,-153.51753,S,CV,0.0121932,0.0121932,C,C,1/1/2021 0:00,2021,1,No problems,3/11/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,Y,28.2,30,520,171,66049227,202,2,110,2,PCOD,0.0121932,12.1932,3,100,10/7/2021 9:56,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91706,3297,21_SUMNERSTRAIT01.01,2101.01,131982,1/1/2021 17:07,178991,1/2/2021 16:43,1/2/2021 16:44,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3978,535732,0,N/A,0,N/A,N,57.96,-153.69498,57.96,-153.694,S,CV,0.0487728,0.0487728,C,C,1/1/2021 0:00,2021,1,No problems,3/11/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,Y,28.2,30,520,171,66049177,202,2,110,2,PCOD,0.0487728,48.7728,12,100,10/7/2021 9:56,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
91698,3297,21_SUMNERSTRAIT01.01,2101.01,131982,1/1/2021 17:07,178967,1/2/2021 5:52,1/2/2021 5:54,Y,6,POT,11,Single Pot,3,CA,31,31,GOA,25,630,3978,535732,0,N/A,0,N/A,N,57.98,-153.35011,57.98,-153.35036,S,CV,0.1097388,0.1097388,C,C,1/1/2021 0:00,2021,1,No problems,3/11/2021 17:30,10/7/2021 9:56,10/7/2021 9:56,N,Y,28.2,30,520,171,66049162,202,2,110,2,PCOD,0.1097388,109.7388,27,100,10/7/2021 9:56,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
